Date,Open,High,Low,Close,Volume,Turnover,Unadjusted Close,Dividend,Constituent_S&P 500,Constituent_S&P MidCap 400,Constituent_S&P SmallCap 600
2006-02-06,20.548298,24.141665,20.548298,24.024733,200118.77,4803498.0,53.42,0.0,0,0,0
2006-02-07,24.141665,24.141665,23.966269,24.123674,511414.62,12276802.0,53.64,0.0,0,0,0
2006-02-08,24.335049,24.582401,24.281082,24.582401,528980.6,12881190.0,54.66,0.0,0,0,0
2006-02-09,24.834253,24.87473,24.438488,24.438488,182552.78,4501904.0,54.34,0.0,0,0,0
2006-02-10,24.285578,24.285578,23.885317,24.276583,849170.6,20420422.0,53.98,0.0,0,0,0
2006-02-13,24.137165,24.137165,24.137165,24.137165,166765.64,4025249.8,53.67,0.0,0,0,0
2006-02-14,23.772882,24.119177,23.763887,24.078701,265490.9,6347805.0,53.54,0.0,0,0,0
2006-02-15,24.01574,24.01574,23.984259,23.984259,667.06256,16012.0,53.33,0.0,0,0,0
2006-02-16,24.429493,24.63637,24.429493,24.631872,32463.71,796554.0,54.77,0.0,0,0,0
2006-02-17,24.577906,24.595894,24.321558,24.321558,221687.12,5414836.0,54.08,0.0,0,0,0
2006-02-21,24.16415,24.16415,23.77738,23.77738,305959.38,7311830.0,52.87,0.0,0,0,0
2006-02-22,23.588493,24.141665,23.49405,24.06071,262155.6,6211832.0,53.5,0.0,0,0,0
2006-02-23,24.006744,24.04722,23.66045,23.700926,70041.57,1675604.0,52.7,0.0,0,0,0
2006-02-24,23.831348,23.984259,23.831348,23.871824,363104.38,8669792.0,53.08,0.0,0,0,0
2006-02-27,24.04722,24.14616,24.04722,24.119177,51586.17,1244366.0,53.63,0.0,0,0,0
2006-02-28,23.876322,24.042723,23.876322,23.939283,178550.4,4279235.0,53.23,0.0,0,0,0
2006-03-01,24.245102,24.960178,24.245102,24.910707,97391.13,2397336.0,55.39,0.0,0,0,0
2006-03-02,25.05912,25.05912,24.762295,24.996157,32463.71,810546.0,55.58,0.0,0,0,0
2006-03-03,24.852242,25.108591,24.735312,24.757797,861844.8,21463892.0,55.05,0.0,0,0,0
2006-03-06,24.604889,24.70383,24.294573,24.344044,137637.23,3352652.0,54.13,0.0,0,0,0
2006-03-07,24.123674,24.123674,23.750397,23.858332,311295.88,7471282.0,53.05,0.0,0,0,0
2006-03-08,23.799866,23.948278,23.583994,23.871824,1556.4794,37093.0,53.08,0.0,0,0,0
2006-03-09,24.128172,24.128172,23.583994,23.583994,7560.0425,179675.0,52.44,0.0,0,0,0
2006-03-10,23.413097,23.687433,23.318651,23.404102,42914.36,1006682.0,52.04,0.0,0,0,0
2006-03-13,23.359127,23.359127,23.309658,23.309658,667.06256,15562.0,51.83,0.0,0,0,0
2006-03-14,23.296165,23.732407,23.296165,23.700926,190112.83,4457944.0,52.7,0.0,0,0,0
2006-03-15,23.844841,23.970764,23.790873,23.970764,4224.7295,100947.0,53.3,0.0,0,0,0
2006-03-16,23.831348,23.970764,23.408598,23.408598,225022.44,5355959.0,52.05,0.0,0,0,0
2006-03-17,23.251192,23.50754,23.206219,23.404102,7337.688,171721.0,52.04,0.0,0,0,0
2006-03-20,23.530027,23.646957,23.399603,23.489552,12451.835,292607.0,52.23,0.0,0,0,0
2006-03-21,23.759392,24.141665,23.61098,23.61098,120071.26,2868755.0,52.5,0.0,0,0,0
2006-03-22,23.44008,23.64246,23.44008,23.64246,1556.4794,36753.0,52.57,0.0,0,0,0
2006-03-23,23.957273,23.957273,23.700926,23.79537,130521.91,3123650.0,52.91,0.0,0,0,0
2006-03-24,23.86283,24.002247,23.754892,23.99775,567447.9,13578528.0,53.36,0.0,0,0,0
2006-03-27,24.11468,24.11468,24.078701,24.096691,5558.8545,133936.0,53.58,0.0,0,0,0
2006-03-28,24.092194,24.128172,23.67844,23.723412,340646.62,8191297.0,52.75,0.0,0,0,0
2006-03-29,23.835846,24.487959,23.835846,24.402508,113400.63,2760130.0,54.26,0.0,0,0,0
2006-03-31,24.344044,24.344044,24.303568,24.317059,1556.4794,37876.0,54.07,0.0,0,0,0
2006-04-03,24.353039,24.852242,24.330551,24.681343,82715.76,2042332.0,54.88,0.0,0,0,0
2006-04-04,24.510445,24.510445,24.510445,24.510445,1111.771,27250.0,54.5,0.0,0,0,0
2006-04-05,24.640867,25.090601,24.640867,25.063616,63370.94,1562606.0,55.73,0.0,0,0,0
2006-04-06,25.418905,25.490862,25.418905,25.418905,1289876.6,32819272.0,56.52,0.0,0,0,0
2006-04-07,25.07261,25.07261,24.960178,25.00965,43359.066,1086731.0,55.61,0.0,0,0,0
2006-04-10,24.838749,24.838749,24.690338,24.690338,10895.355,269192.0,54.9,0.0,0,0,0
2006-04-11,24.825258,24.825258,24.317059,24.375525,47361.44,1171105.0,54.2,0.0,0,0,0
2006-04-12,24.555418,24.63637,24.51944,24.573406,197895.23,4857806.0,54.64,0.0,0,0,0
2006-04-13,24.649862,24.649862,24.649862,24.649862,222.35419,5481.0,54.81,0.0,0,0,0
2006-04-17,24.915205,24.915205,24.393515,24.407007,9561.23,235345.0,54.27,0.0,0,0,0
2006-04-18,24.631872,25.086102,24.631872,25.086102,76267.484,1898086.0,55.78,0.0,0,0,0
2006-04-19,25.135572,25.436895,25.135572,25.436895,10673.001,269980.0,56.56,0.0,0,0,0
2006-04-20,25.648268,25.648268,25.216526,25.216526,130744.266,3315567.0,56.07,0.0,0,0,0
2006-04-21,25.252504,25.252504,24.442984,24.559916,123851.28,3053992.0,54.61,0.0,0,0,0
2006-04-24,24.36653,24.721819,24.29907,24.721819,422695.3,10318742.0,54.97,0.0,0,0,0
2006-04-25,24.856739,24.856739,24.739807,24.739807,45360.254,1127214.0,55.01,0.0,0,0,0
2006-04-26,24.865734,24.865734,24.555418,24.604889,431367.12,10646720.0,54.71,0.0,0,0,0
2006-04-27,24.416,24.95568,24.416,24.95568,184109.27,4504568.0,55.49,0.0,0,0,0
2006-04-28,24.933193,24.933193,24.879225,24.9197,225467.14,5614497.0,55.41,0.0,0,0,0
2006-05-01,24.910707,25.00965,24.811766,24.811766,14008.313,349924.0,55.17,0.0,0,0,0
2006-05-02,24.879225,24.996157,24.879225,24.88822,17121.271,426181.0,55.34,0.0,0,0,0
2006-05-03,24.820759,25.027637,24.820759,25.027637,10228.293,255898.0,55.65,0.0,0,0,0
2006-05-04,25.234514,25.400915,25.234514,25.400915,2445.896,62083.0,56.48,0.0,0,0,0
2006-05-05,25.454884,25.49536,25.328959,25.49536,11117.709,283293.0,56.69,0.0,0,0,0
2006-05-08,25.522345,25.522345,25.468376,25.468376,667.06256,17013.0,56.63,0.0,0,0,0
2006-05-09,25.36044,25.36044,25.261497,25.261497,10228.293,258748.0,56.17,0.0,0,0,0
2006-05-10,24.595894,24.65436,24.595894,24.640867,51363.816,1264436.0,54.79,0.0,0,0,0
2006-05-11,24.267588,24.267588,23.943783,23.952776,34687.254,835642.0,53.26,0.0,0,0,0
2006-05-12,23.948278,24.033728,23.781878,23.781878,20234.23,484068.0,52.88,0.0,0,0,0
2006-05-15,23.61098,23.61098,23.179235,23.467064,8004.751,187232.0,52.18,0.0,0,0,0
2006-05-16,23.471561,23.471561,23.386112,23.395107,9116.521,213385.0,52.02,0.0,0,0,0
2006-05-17,23.368122,23.422092,22.981352,22.981352,11117.709,259614.0,51.1,0.0,0,0,0
2006-05-18,22.810455,22.882412,22.61707,22.61707,23347.19,530177.0,50.29,0.0,0,0,0
2006-05-19,22.86892,23.125267,22.837437,23.10278,49362.63,1132501.0,51.37,0.0,0,0,0
2006-05-22,22.71601,22.71601,22.162838,22.450666,197005.81,4404243.0,49.92,0.0,0,0,0
2006-05-23,22.75199,22.850931,22.194319,22.212309,448488.4,9958554.0,49.39,0.0,0,0,0
2006-05-24,22.410192,22.46416,22.26178,22.347229,443374.25,9905155.0,49.69,0.0,0,0,0
2006-05-25,22.17633,22.441673,22.17633,22.360722,642603.6,14363213.0,49.72,0.0,0,0,0
2006-05-26,22.405695,22.585588,22.383207,22.486647,192781.08,4334089.0,50.0,0.0,0,0,0
2006-05-30,22.24829,22.24829,21.94247,21.94247,8894.168,195682.0,48.79,0.0,0,0,0
2006-05-31,22.036913,22.302256,22.027918,22.270775,365550.28,8091504.0,49.52,0.0,0,0,0
2006-06-01,22.37871,22.855427,22.37871,22.832941,9338.876,209997.0,50.77,0.0,0,0,0
2006-06-02,22.805956,22.846432,22.657545,22.76998,16231.855,370339.0,50.63,0.0,0,0,0
2006-06-05,22.68003,22.68003,22.072893,22.072893,31129.586,690134.0,49.08,0.0,0,0,0
2006-06-06,21.933475,21.933475,21.78956,21.78956,9783.584,213921.0,48.45,0.0,0,0,0
2006-06-07,21.77157,21.77157,21.357817,21.357817,18455.398,397004.0,47.49,0.0,0,0,0
2006-06-08,21.119457,21.276865,20.687716,21.227394,287281.62,6058821.0,47.2,0.0,0,0,0
2006-06-09,21.492737,21.677128,21.209404,21.209404,20901.293,448364.0,47.16,0.0,0,0,0
2006-06-12,21.15094,21.15094,20.521315,20.56179,380448.0,7907420.0,45.72,0.0,0,0,0
2006-06-13,20.683218,20.867609,20.336924,20.449356,364438.5,7526583.0,45.47,0.0,0,0,0
2006-06-14,20.588774,20.750677,20.35941,20.503325,404906.97,8328634.0,45.59,0.0,0,0,0
2006-06-15,20.79565,21.3848,20.79565,21.380304,51586.17,1099851.0,47.54,0.0,0,0,0
2006-06-16,21.107628,21.305609,21.107628,21.29211,27558.0,583005.0,47.32,0.0,0,0,0
2006-06-19,21.07613,21.242615,20.941143,20.941143,29558.178,624259.0,46.54,0.0,0,0,0
2006-06-20,20.684666,21.044634,20.684666,20.779158,50448.918,1052156.0,46.18,0.0,0,0,0
2006-06-21,21.166122,21.350607,21.166122,21.350607,22224.193,471629.0,47.45,0.0,0,0,0
2006-06-22,21.062632,21.062632,20.873648,20.873648,52893.582,1111750.0,46.39,0.0,0,0,0
2006-06-26,21.022135,21.022135,20.999636,20.999636,8445.193,177415.0,46.67,0.0,0,0,0
2006-06-27,20.603672,20.603672,20.477682,20.477682,8667.436,178368.0,45.51,0.0,0,0,0
2006-06-28,20.248203,20.356195,20.050222,20.333696,470486.2,9489007.0,45.19,0.0,0,0,0
2006-06-29,20.540678,21.07613,20.509182,20.896145,632056.06,13110868.0,46.44,0.0,0,0,0
2006-06-30,20.914145,21.08063,20.887146,21.067131,178904.77,3758480.0,46.82,0.0,0,0,0
2006-07-03,21.220118,21.355104,21.220118,21.355104,44892.87,952696.0,47.46,0.0,0,0,0
2006-07-05,20.923143,20.990639,20.85565,20.891647,30447.145,635923.0,46.43,0.0,0,0,0
2006-07-06,20.85565,20.85565,20.770157,20.770157,444.4839,9251.0,46.16,0.0,0,0,0
2006-07-07,20.315699,20.468685,20.315699,20.315699,3111.3872,63343.0,45.15,0.0,0,0,0
2006-07-10,20.518179,20.518179,19.856739,19.883736,27558.0,548335.0,44.19,0.0,0,0,0
2006-07-11,19.888235,20.338196,19.816242,20.338196,448928.72,8929612.0,45.2,0.0,0,0,0
2006-07-12,20.212206,20.212206,19.771246,19.771246,2444.6614,48432.0,43.94,0.0,0,0,0
2006-07-13,19.48327,19.987226,19.48327,19.564264,24002.129,472922.0,43.48,0.0,0,0,0
2006-07-14,19.586761,19.586761,19.339285,19.550766,11112.097,216880.0,43.45,0.0,0,0,0
2006-07-17,19.523767,19.523767,19.523767,19.523767,222.24194,4339.0,43.39,0.0,0,0,0
2006-07-18,19.433775,19.546265,19.235794,19.48327,7778.468,151175.0,43.3,0.0,0,0,0
2006-07-19,19.667755,19.955729,19.559765,19.74425,55116.0,1090885.0,43.88,0.0,0,0,0
2006-07-20,19.820742,19.820742,19.204296,19.208796,48448.742,945108.0,42.69,0.0,0,0,0
2006-07-21,18.398867,18.439363,18.088396,18.088396,4889.3228,89912.0,40.2,0.0,0,0,0
2006-07-24,18.335873,18.664345,18.335873,18.520357,15334.693,282167.0,41.16,0.0,0,0,0
2006-07-25,18.637346,18.907324,18.637346,18.82183,46448.566,873966.0,41.83,0.0,0,0,0
2006-07-26,18.632847,19.199797,18.632847,19.024311,293137.12,5545287.0,42.28,0.0,0,0,0
2006-07-27,19.253792,19.253792,19.037811,19.105305,730509.25,13955845.0,42.46,0.0,0,0,0
2006-07-28,19.240292,19.645258,19.240292,19.622759,61783.258,1204184.0,43.61,0.0,0,0,0
