snapped_at,price,market_cap,total_volume
2024-02-13 00:00:00 UTC,2657.990407976775,318954602301.2163,15004272817.756506
2024-02-14 00:00:00 UTC,2641.5360974921623,317202178157.9689,20206467469.25591
2024-02-15 00:00:00 UTC,2780.372974906562,334517950729.3397,23414613028.17406
2024-02-16 00:00:00 UTC,2826.821475855177,339786694521.5841,25584981558.624416
2024-02-17 00:00:00 UTC,2807.3717030539606,337473828365.6669,16920199808.887981
2024-02-18 00:00:00 UTC,2788.561332499608,335189522076.6866,18359069390.21388
2024-02-19 00:00:00 UTC,2874.945276040071,345342293610.9262,24082010034.68869
2024-02-20 00:00:00 UTC,2943.723084777655,353799552082.8669,16450190201.022865
2024-02-21 00:00:00 UTC,3015.438952062055,362259530911.22736,22509955315.753277
2024-02-22 00:00:00 UTC,2977.0820166829903,358396919523.1304,20964306604.965725
2024-02-23 00:00:00 UTC,2974.1315861319913,357231363983.11096,20347103477.61334
2024-02-24 00:00:00 UTC,2926.2859129063513,351923786349.8605,14754511206.054205
2024-02-25 00:00:00 UTC,2988.317384063568,358958857165.6327,11389585546.195946
2024-02-26 00:00:00 UTC,3113.4082982877167,374096903874.8583,15776617346.687586
2024-02-27 00:00:00 UTC,3173.62994683714,381265474877.3842,20165329047.545662
2024-02-28 00:00:00 UTC,3242.0476538223666,389432101336.1533,23696521431.113922
2024-02-29 00:00:00 UTC,3380.8039555421246,404949329424.75433,36665804472.19711
2024-03-01 00:00:00 UTC,3347.6904724233455,403025040377.09424,31202875938.140316
2024-03-02 00:00:00 UTC,3431.75199772032,413003335539.6049,18691101659.270218
2024-03-03 00:00:00 UTC,3421.89214692414,411127183431.9037,13440796396.989847
2024-03-04 00:00:00 UTC,3487.190931866777,418233465071.6696,15521857774.32606
2024-03-05 00:00:00 UTC,3634.311067557102,436264151585.7691,30343202732.344658
2024-03-06 00:00:00 UTC,3581.5348849085663,430091528234.3316,48669816283.38956
2024-03-07 00:00:00 UTC,3822.365818156151,458288266056.32635,39700333919.056915
2024-03-08 00:00:00 UTC,3861.9009990137733,464203366204.0903,25205795146.622765
2024-03-09 00:00:00 UTC,3893.6138841967036,467263068859.23145,27874421858.85126
2024-03-10 00:00:00 UTC,3916.041187699099,470299637817.79364,12069974984.534363
2024-03-11 00:00:00 UTC,3887.473104733291,466687383451.4314,17287014475.12306
2024-03-12 00:00:00 UTC,4070.6040749869985,488931556413.2426,32017734619.898235
2024-03-13 00:00:00 UTC,3978.685771378112,477282030875.49994,29816123516.352203
2024-03-14 00:00:00 UTC,4007.9121260756656,480989408310.4244,24518272534.97694
2024-03-15 00:00:00 UTC,3879.038366642958,465517630856.3542,27637220056.20402
2024-03-16 00:00:00 UTC,3738.381184462065,449221029692.6131,38514576896.82427
2024-03-17 00:00:00 UTC,3514.222472178163,422006707853.2583,20314832749.48201
2024-03-18 00:00:00 UTC,3643.280347379834,437397993876.3647,22282396647.176846
2024-03-19 00:00:00 UTC,3525.8936406700236,423582810891.4091,24255010456.17668
2024-03-20 00:00:00 UTC,3171.293836639821,381561860658.1416,37133280150.8351
2024-03-21 00:00:00 UTC,3515.6884318548646,422699933046.073,42295137774.34776
2024-03-22 00:00:00 UTC,3493.4304387798707,419250201097.8779,24617005638.07842
2024-03-23 00:00:00 UTC,3322.891277320318,398004903397.5174,22143063329.60288
2024-03-24 00:00:00 UTC,3353.371241538487,402787267255.35004,13554704159.635406
2024-03-25 00:00:00 UTC,3454.257071389558,415227254119.21,12747604656.722906
2024-03-26 00:00:00 UTC,3588.493402189288,429834400084.37524,19900586068.611336
2024-03-27 00:00:00 UTC,3591.5485279028403,430639202176.35944,20094722140.101074
2024-03-28 00:00:00 UTC,3505.2181161826984,419542828392.99164,20203376602.227142
2024-03-29 00:00:00 UTC,3560.26151146781,427723174069.21906,17254415551.733036
2024-03-30 00:00:00 UTC,3516.096057627979,422181197071.7956,13632549894.688292
2024-03-31 00:00:00 UTC,3507.6606559474685,420903294887.95514,10414010868.767834
2024-04-01 00:00:00 UTC,3644.767598784896,437709753307.89496,10412761139.068478
2024-04-02 00:00:00 UTC,3508.2477201085417,421860021837.67065,17482844811.257694
2024-04-03 00:00:00 UTC,3274.901203544406,393781420276.9656,23868370966.893692
2024-04-04 00:00:00 UTC,3316.6829546775257,398415781571.0026,16747190219.448904
2024-04-05 00:00:00 UTC,3332.089836615912,399925086690.5432,14937774084.622332
2024-04-06 00:00:00 UTC,3320.2815889834437,399471237820.5192,16263669860.819765
2024-04-07 00:00:00 UTC,3362.838907503287,403433979836.3418,8771021395.59551
2024-04-08 00:00:00 UTC,3453.4361261792887,414896585077.9774,9023927898.393978
2024-04-09 00:00:00 UTC,3695.239391141908,443574943819.1214,17999535003.639297
2024-04-10 00:00:00 UTC,3503.6535996841044,421250062703.58765,18894649449.12416
2024-04-11 00:00:00 UTC,3539.7630640649413,425100745638.6984,18116500905.294914
2024-04-12 00:00:00 UTC,3508.5784984486436,421184318805.19366,14665003517.99341
2024-04-13 00:00:00 UTC,3245.5005926983195,389342347417.11646,20300936214.359665
2024-04-14 00:00:00 UTC,3022.0057852476043,363676686678.5162,30855880984.660038
2024-04-15 00:00:00 UTC,3157.683765827796,379419782687.94165,26426482425.143723
2024-04-16 00:00:00 UTC,3101.190735674771,372249695864.17804,23408068977.225063
2024-04-17 00:00:00 UTC,3083.7060147660673,370234131392.0656,19716139064.53935
2024-04-18 00:00:00 UTC,2982.6157347097997,358157898515.81726,18555883608.901867
2024-04-19 00:00:00 UTC,3064.9115922294277,368394773234.49,15776619346.387112
2024-04-20 00:00:00 UTC,3065.682561565907,368924952677.7875,21398170387.2802
2024-04-21 00:00:00 UTC,3152.1915066519473,378601475454.5042,9245604715.543312
2024-04-22 00:00:00 UTC,3147.13775429932,377835271557.1954,9264213264.253492
2024-04-23 00:00:00 UTC,3199.769589894069,384466906716.16833,12101339610.34102
2024-04-24 00:00:00 UTC,3218.9672686428075,392775107740.5133,11111254140.889095
2024-04-25 00:00:00 UTC,3138.814357009402,383068563917.3423,14931662515.529316
2024-04-26 00:00:00 UTC,3157.6193174815944,385360500023.0152,14827151368.90256
2024-04-27 00:00:00 UTC,3131.4192197400516,381832436730.7926,11150981612.611172
2024-04-28 00:00:00 UTC,3259.2522227654413,397162781507.14,12739849720.355131
2024-04-29 00:00:00 UTC,3259.503404256033,398637824441.876,10786187404.455635
2024-04-30 00:00:00 UTC,3213.6890004948136,392350038771.61163,15480798749.513744
2024-05-01 00:00:00 UTC,3018.549635877818,368786372970.94403,19251155949.751816
2024-05-02 00:00:00 UTC,2976.0902075157046,364276973974.7534,22064350438.409042
2024-05-03 00:00:00 UTC,2988.5486490452654,358796765165.93835,14175880226.413488
2024-05-04 00:00:00 UTC,3102.1512923656555,373187731785.70636,13929437694.673725
2024-05-05 00:00:00 UTC,3115.0233215730136,374188248701.176,8430889402.258022
2024-05-06 00:00:00 UTC,3136.57511039041,376477227799.9195,8027546635.921553
2024-05-07 00:00:00 UTC,3064.5913995603364,368312963227.33984,13196102657.36935
2024-05-08 00:00:00 UTC,3015.1597696166846,362686607634.315,11727252097.462042
2024-05-09 00:00:00 UTC,2975.72696606529,357038251698.12964,10555086522.407984
2024-05-10 00:00:00 UTC,3038.3447046668207,364426702625.02203,10961137747.243969
2024-05-11 00:00:00 UTC,2910.684500017475,349622946794.7746,12185177562.18238
2024-05-12 00:00:00 UTC,2908.9827849031903,349391330491.6799,6479337783.261837
2024-05-13 00:00:00 UTC,2931.3106669139133,352120009302.884,5237992152.442184
2024-05-14 00:00:00 UTC,2948.3034552659406,354155572145.7024,13930280821.074911
2024-05-15 00:00:00 UTC,2881.7959916152945,346305956691.41315,11258734172.441973
2024-05-16 00:00:00 UTC,3035.758955126304,365225903815.16327,13809709402.13564
2024-05-17 00:00:00 UTC,2943.5851283842208,353501038738.847,11039599517.596857
2024-05-18 00:00:00 UTC,3095.9968442929658,371220670629.6318,13846325669.567377
2024-05-19 00:00:00 UTC,3120.5493782541066,375206332441.6955,8357435200.282594
2024-05-20 00:00:00 UTC,3071.324418093757,368598090418.054,6983633593.912785
2024-05-21 00:00:00 UTC,3656.390090299324,439830728213.1206,27159496889.816044
2024-05-22 00:00:00 UTC,3792.486220211773,455765526085.79254,37370060267.60153
2024-05-23 00:00:00 UTC,3741.897740560911,449694006822.5555,24114510372.012993
2024-05-24 00:00:00 UTC,3766.398091341944,451934122188.91656,46761576029.509094
2024-05-25 00:00:00 UTC,3727.065981583209,447600344544.24176,20715688665.955757
2024-05-26 00:00:00 UTC,3750.077159389676,450038598582.0329,8464533427.424917
2024-05-27 00:00:00 UTC,3825.277957577714,459504483187.0394,10540798421.159782
2024-05-28 00:00:00 UTC,3893.3921058941055,467614044547.03687,15290249260.872213
2024-05-29 00:00:00 UTC,3840.68886040005,462070810453.6889,18146426007.646515
2024-05-30 00:00:00 UTC,3765.3025567780796,452762636814.4171,15290595277.792278
2024-05-31 00:00:00 UTC,3748.6391523334596,450215609802.7726,13659082592.12581
2024-06-01 00:00:00 UTC,3761.0692456476336,452758719430.44403,12068376838.694778
2024-06-02 00:00:00 UTC,3813.452441559934,457995091024.9556,7216291113.118156
2024-06-03 00:00:00 UTC,3780.7119847349145,454304865087.93256,9915137834.269558
2024-06-04 00:00:00 UTC,3766.6376499412618,452084974218.36816,12609351903.623407
2024-06-05 00:00:00 UTC,3814.932030146498,458132490211.60803,11652766019.496792
2024-06-06 00:00:00 UTC,3871.0820906216727,464211497547.6711,12871943841.967451
2024-06-07 00:00:00 UTC,3812.701856549199,458058824868.5632,11650774701.467743
2024-06-08 00:00:00 UTC,3679.3766523741783,442056588562.9977,16199024684.298843
2024-06-09 00:00:00 UTC,3683.0253801346485,442391279529.5943,7575768941.686513
2024-06-10 00:00:00 UTC,3705.8998844045504,445276601430.4424,6301031436.913941
2024-06-11 00:00:00 UTC,3666.8276647258203,440506095151.8904,8786880926.53714
2024-06-12 00:00:00 UTC,3498.5559542215797,420251663393.7583,19621933421.92237
2024-06-13 00:00:00 UTC,3559.4475336257624,427834174694.1308,16798065224.846418
2024-06-14 00:00:00 UTC,3465.316584199481,417151499335.3688,14257587847.282923
2024-06-15 00:00:00 UTC,3478.7748349889234,418279823088.9498,14164619768.518377
2024-06-16 00:00:00 UTC,3565.1232591862595,428318893969.5867,12060524631.965353
2024-06-17 00:00:00 UTC,3618.508652976102,434773902047.7907,8663362158.145231
2024-06-18 00:00:00 UTC,3510.3586935289036,421162133590.23956,17226962124.000225
2024-06-19 00:00:00 UTC,3480.4713384276088,424951660073.25385,21649791273.213665
2024-06-20 00:00:00 UTC,3555.9658395535403,434492651441.09186,15091044746.84232
2024-06-21 00:00:00 UTC,3511.28482815368,429570574514.96106,15933137676.283852
2024-06-22 00:00:00 UTC,3516.88098000528,430070452526.121,16100418805.143234
2024-06-23 00:00:00 UTC,3494.7985621731755,427271533995.02954,6342881010.269747
2024-06-24 00:00:00 UTC,3417.7971372978254,418002114768.76056,8947881396.036127
2024-06-25 00:00:00 UTC,3357.1006400727606,402843439308.6059,23589084207.47341
2024-06-26 00:00:00 UTC,3395.304687339692,407935619100.4282,11981602845.529747
2024-06-27 00:00:00 UTC,3365.9446697083863,404420889593.2137,10009281218.932026
2024-06-28 00:00:00 UTC,3442.910158110125,413911406152.8098,11076955211.879559
2024-06-29 00:00:00 UTC,3374.6051303067916,405590219265.00946,10962843305.829046
2024-06-30 00:00:00 UTC,3371.278227967461,405186539487.579,5551997884.52149
2024-07-01 00:00:00 UTC,3435.3183276337395,412683392973.9106,7498532249.327012
2024-07-02 00:00:00 UTC,3438.009078999906,413087026853.55963,11834316021.632442
2024-07-03 00:00:00 UTC,3417.8984255478363,410850514007.59125,8478511086.945243
2024-07-04 00:00:00 UTC,3295.808464429979,395971730267.60034,15473856746.245096
2024-07-05 00:00:00 UTC,3069.0434008340803,369571668593.03217,19209988737.688694
2024-07-06 00:00:00 UTC,2984.398102498264,358878418412.549,31755421068.593773
2024-07-07 00:00:00 UTC,3066.247437954064,368279414918.9943,9871087552.273798
2024-07-08 00:00:00 UTC,2928.6012310061665,350977454882.58325,10243406181.924892
2024-07-09 00:00:00 UTC,3016.0833537946064,362836336467.41907,20819810746.374283
2024-07-10 00:00:00 UTC,3064.0923605197886,368733224976.19775,14902982165.592142
2024-07-11 00:00:00 UTC,3099.7101861313545,372867773189.40076,14523237728.597153
2024-07-12 00:00:00 UTC,3102.0902302291074,372384838887.21234,14058546522.739754
2024-07-13 00:00:00 UTC,3132.980838609695,376300269815.6458,12435435678.409641
2024-07-14 00:00:00 UTC,3173.5042341380185,381711250543.1549,7830621980.637015
2024-07-15 00:00:00 UTC,3252.654184707363,391583812600.5758,9867236520.521011
2024-07-16 00:00:00 UTC,3488.5387580277174,419316550609.62476,18368344859.430637
2024-07-17 00:00:00 UTC,3446.7658893041003,414703698412.0949,21040427365.588116
2024-07-18 00:00:00 UTC,3389.441287038116,407908628077.67224,16978839263.794697
2024-07-19 00:00:00 UTC,3428.5520187667257,412233122047.3164,14884776298.264118
2024-07-20 00:00:00 UTC,3505.222536388452,421392010127.0308,17784761899.551624
2024-07-21 00:00:00 UTC,3522.8013028122487,423550664963.50604,9427844289.70798
2024-07-22 00:00:00 UTC,3533.118349531153,424780865928.9678,13378492000.408422
2024-07-23 00:00:00 UTC,3443.073350817144,413961610216.08093,18304154013.687572
2024-07-24 00:00:00 UTC,3482.9837705931927,418879212976.89734,25079221799.230476
2024-07-25 00:00:00 UTC,3336.3802530382436,401152738546.72644,15765758234.562634
2024-07-26 00:00:00 UTC,3173.7633983274727,381782355331.5728,25890826733.28285
2024-07-27 00:00:00 UTC,3278.1869575279507,394189879099.2592,15169277359.834238
2024-07-28 00:00:00 UTC,3254.611672582785,391424161950.5181,14496971021.239912
2024-07-29 00:00:00 UTC,3272.8501306701373,393579006059.7797,7818233563.235541
2024-07-30 00:00:00 UTC,3316.942188773212,399239444647.5382,18452148650.905613
2024-07-31 00:00:00 UTC,3276.981779516743,393942961780.88654,13805865977.524105
2024-08-01 00:00:00 UTC,3233.076804863122,388633791826.8701,16143420325.47769
2024-08-02 00:00:00 UTC,3204.2465237463616,385340171208.75555,17786413332.129932
2024-08-03 00:00:00 UTC,2983.300976694291,358543505038.73834,18785849199.903355
2024-08-04 00:00:00 UTC,2906.7150241765007,349395441871.30615,17701956694.58319
2024-08-05 00:00:00 UTC,2682.4373928187924,323403607818.7498,22171247833.139385
2024-08-06 00:00:00 UTC,2415.6311394312143,291245061884.5607,73571034926.63428
2024-08-07 00:00:00 UTC,2455.51137665051,295168597349.07764,27613148149.796356
2024-08-08 00:00:00 UTC,2341.590346028249,282098261495.40393,24968091142.09198
2024-08-09 00:00:00 UTC,2685.012750687489,322827381254.3183,24290512619.839314
2024-08-10 00:00:00 UTC,2602.1840712761878,312353537574.9063,18077335701.97768
2024-08-11 00:00:00 UTC,2608.0357436286963,313697482213.2365,8849019546.648287
2024-08-12 00:00:00 UTC,2558.790870730736,307740266021.366,12624674028.077477
2024-08-13 00:00:00 UTC,2726.777988551933,328070186437.41003,22670968464.846756
2024-08-14 00:00:00 UTC,2703.5505587641255,325002180894.27686,16366799383.61909
2024-08-15 00:00:00 UTC,2662.780395092489,320231285058.06165,15887432311.728333
2024-08-16 00:00:00 UTC,2569.8604812159274,309002097789.9878,15498476343.410463
2024-08-17 00:00:00 UTC,2592.249006212312,311786461030.44476,12841847017.271076
2024-08-18 00:00:00 UTC,2613.139261446099,314212508914.4149,5483825246.098839
2024-08-19 00:00:00 UTC,2614.6012806263716,314682052511.7037,8617702421.12827
2024-08-20 00:00:00 UTC,2640.5904207330605,317616756579.9527,11730843561.162947
